episode,update,turns,winner,x_reward,rolling_x_reward_50,loss,policy_loss,value_loss,entropy
1,1,34,O,-1.0,-1.0,0.2844102152933677,-0.08912102381388347,0.833784207701683,4.336087067921956
2,1,55,X,1.0,0.0,0.2844102152933677,-0.08912102381388347,0.833784207701683,4.336087067921956
3,2,101,X,1.0,0.3333333333333333,0.3159246616065502,0.04003760740160942,0.6330207563936711,4.062331855297089
4,2,52,O,-1.0,0.0,0.3159246616065502,0.04003760740160942,0.6330207563936711,4.062331855297089
