episode,update,turns,winner,x_reward,rolling_x_reward_50,loss,policy_loss,value_loss,entropy
60,8,8,O,-1.0,0.12,0.500607430934906,-0.04190832009771839,1.1248765736818314,1.9922540187835693
61,8,15,X,1.0,0.12,0.500607430934906,-0.04190832009771839,1.1248765736818314,1.9922540187835693
62,8,18,O,-1.0,0.08,0.500607430934906,-0.04190832009771839,1.1248765736818314,1.9922540187835693
63,8,11,X,1.0,0.08,0.500607430934906,-0.04190832009771839,1.1248765736818314,1.9922540187835693
64,8,20,O,-1.0,0.04,0.500607430934906,-0.04190832009771839,1.1248765736818314,1.9922540187835693
65,9,10,O,-1.0,0.0,0.3935222551226616,-0.0544499407017914,0.9374601145585378,2.0757861534754434
66,9,13,X,1.0,0.0,0.3935222551226616,-0.0544499407017914,0.9374601145585378,2.0757861534754434
67,9,35,X,1.0,0.04,0.3935222551226616,-0.0544499407017914,0.9374601145585378,2.0757861534754434
68,9,31,X,1.0,0.04,0.3935222551226616,-0.0544499407017914,0.9374601145585378,2.0757861534754434
69,9,22,O,-1.0,0.0,0.3935222551226616,-0.0544499407017914,0.9374601145585378,2.0757861534754434
70,9,16,O,-1.0,-0.04,0.3935222551226616,-0.0544499407017914,0.9374601145585378,2.0757861534754434
71,9,31,X,1.0,-0.04,0.3935222551226616,-0.0544499407017914,0.9374601145585378,2.0757861534754434
72,9,11,X,1.0,-0.04,0.3935222551226616,-0.0544499407017914,0.9374601145585378,2.0757861534754434
73,10,23,X,1.0,0.0,0.4195823607345422,-0.05322979607929786,0.9883296936750412,2.135268986225128
74,10,13,X,1.0,0.04,0.4195823607345422,-0.05322979607929786,0.9883296936750412,2.135268986225128
75,10,8,O,-1.0,0.04,0.4195823607345422,-0.05322979607929786,0.9883296936750412,2.135268986225128
76,10,11,X,1.0,0.04,0.4195823607345422,-0.05322979607929786,0.9883296936750412,2.135268986225128
77,10,44,O,-1.0,0.0,0.4195823607345422,-0.05322979607929786,0.9883296936750412,2.135268986225128
78,10,11,X,1.0,0.04,0.4195823607345422,-0.05322979607929786,0.9883296936750412,2.135268986225128
79,10,39,X,1.0,0.04,0.4195823607345422,-0.05322979607929786,0.9883296936750412,2.135268986225128
80,10,14,O,-1.0,0.0,0.4195823607345422,-0.05322979607929786,0.9883296936750412,2.135268986225128
81,11,25,X,1.0,0.04,0.6035477668046951,0.04897296490768591,1.1547103375196457,2.2780370811621347
82,11,18,O,-1.0,0.04,0.6035477668046951,0.04897296490768591,1.1547103375196457,2.2780370811621347
83,11,22,O,-1.0,0.04,0.6035477668046951,0.04897296490768591,1.1547103375196457,2.2780370811621347
84,11,11,X,1.0,0.08,0.6035477668046951,0.04897296490768591,1.1547103375196457,2.2780370811621347
85,11,9,X,1.0,0.08,0.6035477668046951,0.04897296490768591,1.1547103375196457,2.2780370811621347
86,11,11,X,1.0,0.08,0.6035477668046951,0.04897296490768591,1.1547103375196457,2.2780370811621347
87,11,17,X,1.0,0.12,0.6035477668046951,0.04897296490768591,1.1547103375196457,2.2780370811621347
88,11,17,X,1.0,0.12,0.6035477668046951,0.04897296490768591,1.1547103375196457,2.2780370811621347
89,12,36,O,-1.0,0.08,0.4045247188769281,-0.04330983175896108,0.9425128661096096,2.342187747359276
90,12,22,O,-1.0,0.08,0.4045247188769281,-0.04330983175896108,0.9425128661096096,2.342187747359276
91,12,37,X,1.0,0.08,0.4045247188769281,-0.04330983175896108,0.9425128661096096,2.342187747359276
92,12,29,X,1.0,0.08,0.4045247188769281,-0.04330983175896108,0.9425128661096096,2.342187747359276
93,12,22,O,-1.0,0.04,0.4045247188769281,-0.04330983175896108,0.9425128661096096,2.342187747359276
94,12,10,O,-1.0,0.0,0.4045247188769281,-0.04330983175896108,0.9425128661096096,2.342187747359276
95,12,17,X,1.0,0.0,0.4045247188769281,-0.04330983175896108,0.9425128661096096,2.342187747359276
96,12,40,O,-1.0,-0.04,0.4045247188769281,-0.04330983175896108,0.9425128661096096,2.342187747359276
97,13,17,X,1.0,0.0,0.35079821571707726,-0.06640052306465805,0.8788240365684032,2.2213278487324715
98,13,9,X,1.0,0.04,0.35079821571707726,-0.06640052306465805,0.8788240365684032,2.2213278487324715
99,13,10,O,-1.0,0.04,0.35079821571707726,-0.06640052306465805,0.8788240365684032,2.2213278487324715
100,13,18,O,-1.0,0.04,0.35079821571707726,-0.06640052306465805,0.8788240365684032,2.2213278487324715
101,13,20,O,-1.0,0.0,0.35079821571707726,-0.06640052306465805,0.8788240365684032,2.2213278487324715
102,13,49,X,1.0,0.04,0.35079821571707726,-0.06640052306465805,0.8788240365684032,2.2213278487324715
103,13,59,X,1.0,0.08,0.35079821571707726,-0.06640052306465805,0.8788240365684032,2.2213278487324715
104,13,27,X,1.0,0.12,0.35079821571707726,-0.06640052306465805,0.8788240365684032,2.2213278487324715
105,14,60,O,-1.0,0.12,0.40716311265714467,-0.02267922123428434,0.9063843991607428,2.3349869698286057
106,14,18,O,-1.0,0.08,0.40716311265714467,-0.02267922123428434,0.9063843991607428,2.3349869698286057
107,14,14,O,-1.0,0.08,0.40716311265714467,-0.02267922123428434,0.9063843991607428,2.3349869698286057
108,14,8,O,-1.0,0.04,0.40716311265714467,-0.02267922123428434,0.9063843991607428,2.3349869698286057
109,14,9,X,1.0,0.08,0.40716311265714467,-0.02267922123428434,0.9063843991607428,2.3349869698286057
110,14,57,X,1.0,0.12,0.40716311265714467,-0.02267922123428434,0.9063843991607428,2.3349869698286057
111,14,11,X,1.0,0.12,0.40716311265714467,-0.02267922123428434,0.9063843991607428,2.3349869698286057
112,14,35,X,1.0,0.16,0.40716311265714467,-0.02267922123428434,0.9063843991607428,2.3349869698286057
113,15,13,X,1.0,0.16,0.4154369030147791,-0.0468209870159626,0.9696966260671616,2.2590420842170715
114,15,8,O,-1.0,0.16,0.4154369030147791,-0.0468209870159626,0.9696966260671616,2.2590420842170715
115,15,34,O,-1.0,0.16,0.4154369030147791,-0.0468209870159626,0.9696966260671616,2.2590420842170715
116,15,10,O,-1.0,0.12,0.4154369030147791,-0.0468209870159626,0.9696966260671616,2.2590420842170715
117,15,7,X,1.0,0.12,0.4154369030147791,-0.0468209870159626,0.9696966260671616,2.2590420842170715
118,15,27,X,1.0,0.12,0.4154369030147791,-0.0468209870159626,0.9696966260671616,2.2590420842170715
119,15,10,O,-1.0,0.12,0.4154369030147791,-0.0468209870159626,0.9696966260671616,2.2590420842170715
120,15,13,X,1.0,0.16,0.4154369030147791,-0.0468209870159626,0.9696966260671616,2.2590420842170715
