episode,turns,winner,x_reward,rolling_x_reward_50,epsilon,replay_size,avg_loss
83,50,O,-1.0,-0.2,0.3453781512605042,4428,0.004862635409808718
84,37,X,1.0,-0.2,0.3373949579831933,4465,0.004917246747346646
85,29,X,1.0,-0.16,0.3294117647058823,4494,0.004548921368229364
86,39,X,1.0,-0.12,0.3214285714285714,4533,0.004088579456154735
87,50,O,-1.0,-0.16,0.3134453781512605,4583,0.0037812977738212795
88,43,X,1.0,-0.16,0.3054621848739496,4626,0.005229167230048238
89,65,X,1.0,-0.16,0.2974789915966386,4691,0.004147723775643569
90,24,O,-1.0,-0.2,0.2894957983193277,4715,0.003222408323684552
91,39,X,1.0,-0.2,0.2815126050420169,4754,0.005271772367473788
92,38,O,-1.0,-0.24,0.273529411764706,4792,0.002603918615740871
93,32,O,-1.0,-0.24,0.265546218487395,4824,0.003631018403211783
94,46,O,-1.0,-0.24,0.2575630252100841,4870,0.006831649750339515
95,37,X,1.0,-0.2,0.24957983193277322,4907,0.0032802353002684744
96,28,O,-1.0,-0.2,0.24159663865546221,4935,0.003164433031218193
97,39,X,1.0,-0.2,0.23361344537815132,4974,0.0034752130353202424
98,42,O,-1.0,-0.24,0.22563025210084042,5016,0.004768628157242867
99,40,O,-1.0,-0.24,0.21764705882352953,5056,0.004866023900103755
100,47,X,1.0,-0.2,0.20966386554621852,5103,0.005618702749067799
101,47,X,1.0,-0.2,0.20168067226890762,5150,0.0045930098672892815
102,31,X,1.0,-0.16,0.19369747899159673,5181,0.0041060807622758854
103,69,X,1.0,-0.12,0.18571428571428583,5250,0.005622281221355703
104,23,X,1.0,-0.12,0.17773109243697482,5273,0.009252036162449614
105,27,X,1.0,-0.08,0.16974789915966393,5300,0.0045580704248061885
106,73,X,1.0,-0.08,0.16176470588235303,5373,0.004149217765350916
107,41,X,1.0,-0.08,0.15378151260504203,5414,0.005722283350201551
108,49,X,1.0,-0.04,0.14579831932773113,5463,0.005364128571402814
109,37,X,1.0,-0.04,0.13781512605042023,5500,0.006718769836289859
110,77,X,1.0,0.0,0.12983193277310934,5577,0.0048475100899980006
111,42,O,-1.0,0.0,0.12184873949579833,5619,0.006522751776390665
112,35,X,1.0,0.04,0.11386554621848743,5654,0.004431856553336339
113,18,O,-1.0,0.04,0.10588235294117654,5672,0.0057758231414482
114,60,O,-1.0,0.04,0.09789915966386564,5732,0.005116733246056052
115,39,X,1.0,0.08,0.08991596638655464,5771,0.004322236469493081
116,60,O,-1.0,0.04,0.08193277310924374,5831,0.00531134165309292
117,53,X,1.0,0.08,0.07394957983193284,5884,0.006043340263993673
118,45,X,1.0,0.12,0.06596638655462195,5929,0.005122511625652098
119,72,O,-1.0,0.12,0.05798319327731094,6001,0.004920741569852301
120,52,O,-1.0,0.08,0.050000000000000044,6053,0.005406126008333208
