episode,update,turns,winner,x_reward,rolling_x_reward_50,loss,policy_loss,value_loss,entropy
66,9,60,O,-1.0,0.2,0.24194367707241327,-0.04119203909067437,0.6487288107164204,4.122868850827217
67,9,76,O,-1.0,0.16,0.24194367707241327,-0.04119203909067437,0.6487288107164204,4.122868850827217
68,9,60,O,-1.0,0.12,0.24194367707241327,-0.04119203909067437,0.6487288107164204,4.122868850827217
69,9,39,X,1.0,0.12,0.24194367707241327,-0.04119203909067437,0.6487288107164204,4.122868850827217
70,9,77,X,1.0,0.12,0.24194367707241327,-0.04119203909067437,0.6487288107164204,4.122868850827217
71,9,53,X,1.0,0.12,0.24194367707241327,-0.04119203909067437,0.6487288107164204,4.122868850827217
72,9,43,X,1.0,0.12,0.24194367707241327,-0.04119203909067437,0.6487288107164204,4.122868850827217
73,10,50,O,-1.0,0.08,0.4578950931983335,-0.004565222122307334,1.0081649997404643,4.16221810238702
74,10,70,O,-1.0,0.08,0.4578950931983335,-0.004565222122307334,1.0081649997404643,4.16221810238702
75,10,74,O,-1.0,0.04,0.4578950931983335,-0.004565222122307334,1.0081649997404643,4.16221810238702
76,10,30,O,-1.0,0.0,0.4578950931983335,-0.004565222122307334,1.0081649997404643,4.16221810238702
77,10,61,X,1.0,0.04,0.4578950931983335,-0.004565222122307334,1.0081649997404643,4.16221810238702
78,10,45,X,1.0,0.04,0.4578950931983335,-0.004565222122307334,1.0081649997404643,4.16221810238702
79,10,43,X,1.0,0.04,0.4578950931983335,-0.004565222122307334,1.0081649997404643,4.16221810238702
80,10,41,X,1.0,0.08,0.4578950931983335,-0.004565222122307334,1.0081649997404643,4.16221810238702
81,11,54,O,-1.0,0.04,0.2398810208375965,-0.036078396918518205,0.6304923258721828,3.9286749958992004
82,11,56,O,-1.0,0.0,0.2398810208375965,-0.036078396918518205,0.6304923258721828,3.9286749958992004
83,11,39,X,1.0,0.0,0.2398810208375965,-0.036078396918518205,0.6304923258721828,3.9286749958992004
84,11,92,O,-1.0,0.0,0.2398810208375965,-0.036078396918518205,0.6304923258721828,3.9286749958992004
85,11,37,X,1.0,0.04,0.2398810208375965,-0.036078396918518205,0.6304923258721828,3.9286749958992004
86,11,65,X,1.0,0.08,0.2398810208375965,-0.036078396918518205,0.6304923258721828,3.9286749958992004
87,11,51,X,1.0,0.08,0.2398810208375965,-0.036078396918518205,0.6304923258721828,3.9286749958992004
88,11,52,O,-1.0,0.08,0.2398810208375965,-0.036078396918518205,0.6304923258721828,3.9286749958992004
89,12,68,O,-1.0,0.08,0.14248621475417167,-0.0386114903667476,0.44117536791600287,3.9489982053637505
90,12,63,X,1.0,0.12,0.14248621475417167,-0.0386114903667476,0.44117536791600287,3.9489982053637505
91,12,33,X,1.0,0.12,0.14248621475417167,-0.0386114903667476,0.44117536791600287,3.9489982053637505
92,12,57,X,1.0,0.12,0.14248621475417167,-0.0386114903667476,0.44117536791600287,3.9489982053637505
93,12,56,O,-1.0,0.08,0.14248621475417167,-0.0386114903667476,0.44117536791600287,3.9489982053637505
94,12,63,X,1.0,0.08,0.14248621475417167,-0.0386114903667476,0.44117536791600287,3.9489982053637505
95,12,82,O,-1.0,0.04,0.14248621475417167,-0.0386114903667476,0.44117536791600287,3.9489982053637505
96,12,55,X,1.0,0.08,0.14248621475417167,-0.0386114903667476,0.44117536791600287,3.9489982053637505
97,13,71,X,1.0,0.08,0.23878990512873446,-0.03437953961214849,0.6267417493675437,4.020143091678619
98,13,29,X,1.0,0.08,0.23878990512873446,-0.03437953961214849,0.6267417493675437,4.020143091678619
99,13,73,X,1.0,0.12,0.23878990512873446,-0.03437953961214849,0.6267417493675437,4.020143091678619
100,13,63,X,1.0,0.12,0.23878990512873446,-0.03437953961214849,0.6267417493675437,4.020143091678619
101,13,29,X,1.0,0.12,0.23878990512873446,-0.03437953961214849,0.6267417493675437,4.020143091678619
102,13,35,X,1.0,0.16,0.23878990512873446,-0.03437953961214849,0.6267417493675437,4.020143091678619
103,13,42,O,-1.0,0.16,0.23878990512873446,-0.03437953961214849,0.6267417493675437,4.020143091678619
104,13,77,X,1.0,0.2,0.23878990512873446,-0.03437953961214849,0.6267417493675437,4.020143091678619
105,14,48,O,-1.0,0.16,0.1189274468592235,-0.050052421766200235,0.41781548463872503,3.992787344115121
106,14,40,O,-1.0,0.12,0.1189274468592235,-0.050052421766200235,0.41781548463872503,3.992787344115121
107,14,66,O,-1.0,0.12,0.1189274468592235,-0.050052421766200235,0.41781548463872503,3.992787344115121
108,14,91,X,1.0,0.16,0.1189274468592235,-0.050052421766200235,0.41781548463872503,3.992787344115121
109,14,33,X,1.0,0.16,0.1189274468592235,-0.050052421766200235,0.41781548463872503,3.992787344115121
110,14,45,X,1.0,0.16,0.1189274468592235,-0.050052421766200235,0.41781548463872503,3.992787344115121
111,14,53,X,1.0,0.2,0.1189274468592235,-0.050052421766200235,0.41781548463872503,3.992787344115121
112,14,48,O,-1.0,0.2,0.1189274468592235,-0.050052421766200235,0.41781548463872503,3.992787344115121
113,15,46,O,-1.0,0.16,0.1114235328277573,-0.047910138382576406,0.396950202062726,3.914142817258835
114,15,46,O,-1.0,0.16,0.1114235328277573,-0.047910138382576406,0.396950202062726,3.914142817258835
115,15,54,O,-1.0,0.12,0.1114235328277573,-0.047910138382576406,0.396950202062726,3.914142817258835
116,15,57,X,1.0,0.16,0.1114235328277573,-0.047910138382576406,0.396950202062726,3.914142817258835
117,15,88,O,-1.0,0.16,0.1114235328277573,-0.047910138382576406,0.396950202062726,3.914142817258835
118,15,84,O,-1.0,0.16,0.1114235328277573,-0.047910138382576406,0.396950202062726,3.914142817258835
119,15,55,X,1.0,0.16,0.1114235328277573,-0.047910138382576406,0.396950202062726,3.914142817258835
120,15,36,O,-1.0,0.12,0.1114235328277573,-0.047910138382576406,0.396950202062726,3.914142817258835
