episode,turns,winner,x_reward,rolling_x_reward_50,epsilon,replay_size,avg_loss
28,68,O,-1.0,0.14285714285714285,0.784453781512605,1724,0.0025455106699476295
29,30,O,-1.0,0.10344827586206896,0.7764705882352941,1754,0.003216689075634349
30,48,O,-1.0,0.06666666666666667,0.7684873949579832,1802,0.00220711521190727
31,93,X,1.0,0.0967741935483871,0.7605042016806722,1895,0.0038482394602690493
32,55,X,1.0,0.125,0.7525210084033613,1950,0.0021901243096429175
33,83,X,1.0,0.15151515151515152,0.7445378151260504,2033,0.0031379169969628735
34,81,X,1.0,0.17647058823529413,0.7365546218487395,2114,0.00435958916564288
35,46,O,-1.0,0.14285714285714285,0.7285714285714286,2160,0.0024959313918573216
36,48,O,-1.0,0.1111111111111111,0.7205882352941176,2208,0.0031128413532618047
37,66,O,-1.0,0.08108108108108109,0.7126050420168067,2274,0.004057708918646147
38,49,X,1.0,0.10526315789473684,0.7046218487394957,2323,0.0032153766191260393
39,32,O,-1.0,0.07692307692307693,0.6966386554621848,2355,0.0026938964456348913
40,21,X,1.0,0.1,0.688655462184874,2376,0.0023653166205067897
41,49,X,1.0,0.12195121951219512,0.680672268907563,2425,0.00369717618563374
42,89,X,1.0,0.14285714285714285,0.6726890756302522,2514,0.004192855049531614
43,31,X,1.0,0.16279069767441862,0.6647058823529411,2545,0.0029384829582751637
44,79,X,1.0,0.18181818181818182,0.6567226890756303,2624,0.003516315534870034
45,83,X,1.0,0.2,0.6487394957983192,2707,0.004170581173847418
46,50,O,-1.0,0.17391304347826086,0.6407563025210085,2757,0.0026537668667151594
47,50,O,-1.0,0.14893617021276595,0.6327731092436975,2807,0.0023163529392331837
48,33,X,1.0,0.16666666666666666,0.6247899159663866,2840,0.0027634516600025536
49,42,O,-1.0,0.14285714285714285,0.6168067226890757,2882,0.002403128407465937
50,25,X,1.0,0.16,0.6088235294117648,2907,0.0029296453855931757
51,44,O,-1.0,0.12,0.6008403361344539,2951,0.002905363170033194
52,58,O,-1.0,0.12,0.592857142857143,3009,0.0018737713910703514
53,64,O,-1.0,0.12,0.584873949579832,3073,0.003959795479204331
54,63,X,1.0,0.12,0.576890756302521,3136,0.0035133544306662524
55,55,X,1.0,0.12,0.5689075630252101,3191,0.004155678014715456
56,60,O,-1.0,0.08,0.5609243697478992,3251,0.004151351489902784
57,31,X,1.0,0.08,0.5529411764705883,3282,0.005248425933983057
58,96,O,-1.0,0.04,0.5449579831932774,3378,0.003813138993185324
59,97,X,1.0,0.08,0.5369747899159665,3475,0.004179806230390521
60,71,X,1.0,0.12,0.5289915966386555,3546,0.0043349573064864364
61,56,O,-1.0,0.08,0.5210084033613446,3602,0.0038059291333151384
62,42,O,-1.0,0.08,0.5130252100840337,3644,0.005292370798997581
63,60,O,-1.0,0.08,0.5050420168067227,3704,0.0037993865184641133
64,52,O,-1.0,0.04,0.4970588235294118,3756,0.003229126896118172
65,50,O,-1.0,0.0,0.4890756302521009,3806,0.005259173583472148
66,95,X,1.0,0.04,0.48109243697479,3901,0.0035158272949047387
67,85,X,1.0,0.08,0.473109243697479,3986,0.004037443103323526
68,39,X,1.0,0.08,0.4651260504201681,4025,0.004226925078397378
69,68,O,-1.0,0.08,0.4571428571428572,4093,0.004050681628594997
70,52,O,-1.0,0.04,0.4491596638655462,4145,0.003661104040265155
71,52,O,-1.0,0.0,0.4411764705882353,4197,0.0038708527723569064
72,44,O,-1.0,-0.04,0.4331932773109244,4241,0.005437952453080056
73,66,O,-1.0,-0.04,0.4252100840336135,4307,0.005004602605230034
74,30,O,-1.0,-0.08,0.4172268907563025,4337,0.0026812008436536416
75,66,O,-1.0,-0.12,0.4092436974789916,4403,0.003765118837525899
76,75,X,1.0,-0.12,0.4012605042016807,4478,0.005166546557059822
77,64,O,-1.0,-0.12,0.3932773109243698,4542,0.0024126071266437066
78,37,X,1.0,-0.08,0.3852941176470588,4579,0.0035399427697238688
79,66,O,-1.0,-0.08,0.3773109243697479,4645,0.003261605645424094
80,62,O,-1.0,-0.08,0.369327731092437,4707,0.004009194184383828
81,72,O,-1.0,-0.12,0.361344537815126,4779,0.004094932445594977
82,64,O,-1.0,-0.16,0.3533613445378151,4843,0.004390708162645751
83,58,O,-1.0,-0.2,0.3453781512605042,4901,0.003032850715781337
84,38,O,-1.0,-0.24,0.3373949579831933,4939,0.002631113819676868
85,44,O,-1.0,-0.24,0.3294117647058823,4983,0.003263758669411552
86,82,O,-1.0,-0.24,0.3214285714285714,5065,0.003231557785844283
87,71,X,1.0,-0.2,0.3134453781512605,5136,0.001975319765567202
88,37,X,1.0,-0.2,0.3054621848739496,5173,0.002180423108134041
89,38,O,-1.0,-0.2,0.2974789915966386,5211,0.002987215799006854
90,51,X,1.0,-0.2,0.2894957983193277,5262,0.0027456347865974715
91,52,O,-1.0,-0.24,0.2815126050420169,5314,0.0027028865330906296
92,53,X,1.0,-0.24,0.273529411764706,5367,0.003417678928565023
93,106,O,-1.0,-0.28,0.265546218487395,5473,0.004177894466886086
94,39,X,1.0,-0.28,0.2575630252100841,5512,0.003662373395994879
95,63,X,1.0,-0.28,0.24957983193277322,5575,0.003993051819085691
96,30,O,-1.0,-0.28,0.24159663865546221,5605,0.004759208916220814
97,86,O,-1.0,-0.28,0.23361344537815132,5691,0.0034919547913379446
98,28,O,-1.0,-0.32,0.22563025210084042,5719,0.0038158201579270618
99,60,O,-1.0,-0.32,0.21764705882352953,5779,0.004406043922548027
100,30,O,-1.0,-0.36,0.20966386554621852,5809,0.0038081635221412094
101,22,O,-1.0,-0.36,0.20168067226890762,5831,0.0055776360651097175
102,55,X,1.0,-0.32,0.19369747899159673,5886,0.0048336379748599775
103,85,X,1.0,-0.28,0.18571428571428583,5971,0.004266779277446296
104,43,X,1.0,-0.28,0.17773109243697482,6014,0.00353251397880444
105,45,X,1.0,-0.28,0.16974789915966393,6059,0.004871168334890778
106,53,X,1.0,-0.24,0.16176470588235303,6112,0.004703579496324308
107,73,X,1.0,-0.24,0.15378151260504203,6185,0.0035383606685185165
108,59,X,1.0,-0.2,0.14579831932773113,6244,0.0042799100530396955
109,64,O,-1.0,-0.24,0.13781512605042023,6308,0.003261320224737574
110,30,O,-1.0,-0.28,0.12983193277310934,6338,0.004198470673873089
111,73,X,1.0,-0.24,0.12184873949579833,6411,0.003928729416308159
112,34,O,-1.0,-0.24,0.11386554621848743,6445,0.004660418832345921
113,20,O,-1.0,-0.24,0.10588235294117654,6465,0.0029733722942182792
114,48,O,-1.0,-0.24,0.09789915966386564,6513,0.0057966327464479646
115,30,O,-1.0,-0.24,0.08991596638655464,6543,0.003647671414849659
116,40,O,-1.0,-0.28,0.08193277310924374,6583,0.004943428812111961
117,53,X,1.0,-0.28,0.07394957983193284,6636,0.004610804261042262
118,85,X,1.0,-0.28,0.06596638655462195,6721,0.004935591291937539
119,56,O,-1.0,-0.28,0.05798319327731094,6777,0.004385439673829491
120,49,X,1.0,-0.24,0.050000000000000044,6826,0.004655229329245583
