episode,update,turns,winner,x_reward,rolling_x_reward_50,loss,policy_loss,value_loss,entropy,reference_kl
29,4,23,X,1.0,0.034482758620689655,0.7837100376685461,-0.02897706503669421,1.6320944825808208,1.341031054655711,0.10050190488497417
30,4,15,X,1.0,0.06666666666666667,0.7837100376685461,-0.02897706503669421,1.6320944825808208,1.341031054655711,0.10050190488497417
31,4,22,O,-1.0,0.03225806451612903,0.7837100376685461,-0.02897706503669421,1.6320944825808208,1.341031054655711,0.10050190488497417
32,4,21,X,1.0,0.0625,0.7837100376685461,-0.02897706503669421,1.6320944825808208,1.341031054655711,0.10050190488497417
33,5,22,O,-1.0,0.030303030303030304,1.2209755976994832,-0.152176175887386,2.7366974353790283,1.463611662387848,0.19439179450273514
34,5,26,O,-1.0,0.0,1.2209755976994832,-0.152176175887386,2.7366974353790283,1.463611662387848,0.19439179450273514
35,5,7,X,1.0,0.02857142857142857,1.2209755976994832,-0.152176175887386,2.7366974353790283,1.463611662387848,0.19439179450273514
36,5,18,O,-1.0,0.0,1.2209755976994832,-0.152176175887386,2.7366974353790283,1.463611662387848,0.19439179450273514
37,5,16,O,-1.0,-0.02702702702702703,1.2209755976994832,-0.152176175887386,2.7366974353790283,1.463611662387848,0.19439179450273514
38,5,22,O,-1.0,-0.05263157894736842,1.2209755976994832,-0.152176175887386,2.7366974353790283,1.463611662387848,0.19439179450273514
39,5,11,X,1.0,-0.02564102564102564,1.2209755976994832,-0.152176175887386,2.7366974353790283,1.463611662387848,0.19439179450273514
40,5,13,X,1.0,0.0,1.2209755976994832,-0.152176175887386,2.7366974353790283,1.463611662387848,0.19439179450273514
41,6,36,O,-1.0,-0.024390243902439025,1.0787753562132518,0.03742972481995821,2.07358185450236,1.5115818977355957,0.19670509919524193
42,6,13,X,1.0,0.0,1.0787753562132518,0.03742972481995821,2.07358185450236,1.5115818977355957,0.19670509919524193
43,6,11,X,1.0,0.023255813953488372,1.0787753562132518,0.03742972481995821,2.07358185450236,1.5115818977355957,0.19670509919524193
44,6,7,X,1.0,0.045454545454545456,1.0787753562132518,0.03742972481995821,2.07358185450236,1.5115818977355957,0.19670509919524193
45,6,10,O,-1.0,0.022222222222222223,1.0787753562132518,0.03742972481995821,2.07358185450236,1.5115818977355957,0.19670509919524193
46,6,29,X,1.0,0.043478260869565216,1.0787753562132518,0.03742972481995821,2.07358185450236,1.5115818977355957,0.19670509919524193
47,6,27,X,1.0,0.06382978723404255,1.0787753562132518,0.03742972481995821,2.07358185450236,1.5115818977355957,0.19670509919524193
48,6,10,O,-1.0,0.041666666666666664,1.0787753562132518,0.03742972481995821,2.07358185450236,1.5115818977355957,0.19670509919524193
49,7,30,O,-1.0,0.02040816326530612,0.9877588848272959,-0.017583460935081046,1.9837008118629456,1.5735543171564739,0.29227496186892193
50,7,25,X,1.0,0.04,0.9877588848272959,-0.017583460935081046,1.9837008118629456,1.5735543171564739,0.29227496186892193
51,7,13,X,1.0,0.08,0.9877588848272959,-0.017583460935081046,1.9837008118629456,1.5735543171564739,0.29227496186892193
52,7,10,O,-1.0,0.04,0.9877588848272959,-0.017583460935081046,1.9837008118629456,1.5735543171564739,0.29227496186892193
53,7,16,O,-1.0,0.0,0.9877588848272959,-0.017583460935081046,1.9837008118629456,1.5735543171564739,0.29227496186892193
54,7,53,X,1.0,0.0,0.9877588848272959,-0.017583460935081046,1.9837008118629456,1.5735543171564739,0.29227496186892193
55,7,28,O,-1.0,0.0,0.9877588848272959,-0.017583460935081046,1.9837008118629456,1.5735543171564739,0.29227496186892193
56,7,13,X,1.0,0.04,0.9877588848272959,-0.017583460935081046,1.9837008118629456,1.5735543171564739,0.29227496186892193
57,8,8,O,-1.0,0.04,1.1480819185574849,0.05270855873823166,2.1708144148190818,1.534895161787669,0.2531513050198555
58,8,13,X,1.0,0.04,1.1480819185574849,0.05270855873823166,2.1708144148190818,1.534895161787669,0.2531513050198555
59,8,8,O,-1.0,0.0,1.1480819185574849,0.05270855873823166,2.1708144148190818,1.534895161787669,0.2531513050198555
60,8,21,X,1.0,0.0,1.1480819185574849,0.05270855873823166,2.1708144148190818,1.534895161787669,0.2531513050198555
61,8,10,O,-1.0,0.0,1.1480819185574849,0.05270855873823166,2.1708144148190818,1.534895161787669,0.2531513050198555
62,8,39,X,1.0,0.04,1.1480819185574849,0.05270855873823166,2.1708144148190818,1.534895161787669,0.2531513050198555
63,8,27,X,1.0,0.04,1.1480819185574849,0.05270855873823166,2.1708144148190818,1.534895161787669,0.2531513050198555
64,8,10,O,-1.0,0.04,1.1480819185574849,0.05270855873823166,2.1708144148190818,1.534895161787669,0.2531513050198555
65,9,9,X,1.0,0.08,0.681961327791214,-0.009216520702466369,1.362642526626587,1.4128822684288025,0.2398538552224636
66,9,9,X,1.0,0.08,0.681961327791214,-0.009216520702466369,1.362642526626587,1.4128822684288025,0.2398538552224636
67,9,25,X,1.0,0.12,0.681961327791214,-0.009216520702466369,1.362642526626587,1.4128822684288025,0.2398538552224636
68,9,11,X,1.0,0.16,0.681961327791214,-0.009216520702466369,1.362642526626587,1.4128822684288025,0.2398538552224636
69,9,12,O,-1.0,0.16,0.681961327791214,-0.009216520702466369,1.362642526626587,1.4128822684288025,0.2398538552224636
70,9,27,X,1.0,0.2,0.681961327791214,-0.009216520702466369,1.362642526626587,1.4128822684288025,0.2398538552224636
71,9,8,O,-1.0,0.16,0.681961327791214,-0.009216520702466369,1.362642526626587,1.4128822684288025,0.2398538552224636
72,9,20,O,-1.0,0.12,0.681961327791214,-0.009216520702466369,1.362642526626587,1.4128822684288025,0.2398538552224636
73,10,22,O,-1.0,0.08,0.7201442383229733,-0.00527379079721868,1.4387316554784775,1.6327974200248718,0.22380190528929234
74,10,11,X,1.0,0.08,0.7201442383229733,-0.00527379079721868,1.4387316554784775,1.6327974200248718,0.22380190528929234
75,10,17,X,1.0,0.08,0.7201442383229733,-0.00527379079721868,1.4387316554784775,1.6327974200248718,0.22380190528929234
76,10,31,X,1.0,0.08,0.7201442383229733,-0.00527379079721868,1.4387316554784775,1.6327974200248718,0.22380190528929234
77,10,42,O,-1.0,0.08,0.7201442383229733,-0.00527379079721868,1.4387316554784775,1.6327974200248718,0.22380190528929234
78,10,13,X,1.0,0.12,0.7201442383229733,-0.00527379079721868,1.4387316554784775,1.6327974200248718,0.22380190528929234
79,10,18,O,-1.0,0.08,0.7201442383229733,-0.00527379079721868,1.4387316554784775,1.6327974200248718,0.22380190528929234
80,10,54,O,-1.0,0.04,0.7201442383229733,-0.00527379079721868,1.4387316554784775,1.6327974200248718,0.22380190528929234
81,11,32,O,-1.0,0.04,0.4486628820498784,-0.010635226344068846,0.8987477421760559,1.3947789867719014,0.23872017860412598
82,11,9,X,1.0,0.04,0.4486628820498784,-0.010635226344068846,0.8987477421760559,1.3947789867719014,0.23872017860412598
83,11,7,X,1.0,0.08,0.4486628820498784,-0.010635226344068846,0.8987477421760559,1.3947789867719014,0.23872017860412598
84,11,10,O,-1.0,0.08,0.4486628820498784,-0.010635226344068846,0.8987477421760559,1.3947789867719014,0.23872017860412598
85,11,44,O,-1.0,0.04,0.4486628820498784,-0.010635226344068846,0.8987477421760559,1.3947789867719014,0.23872017860412598
86,11,24,O,-1.0,0.04,0.4486628820498784,-0.010635226344068846,0.8987477421760559,1.3947789867719014,0.23872017860412598
87,11,9,X,1.0,0.08,0.4486628820498784,-0.010635226344068846,0.8987477421760559,1.3947789867719014,0.23872017860412598
88,11,44,O,-1.0,0.08,0.4486628820498784,-0.010635226344068846,0.8987477421760559,1.3947789867719014,0.23872017860412598
89,12,11,X,1.0,0.08,0.4717906216780345,-0.007325820624828339,0.9425561328728994,1.31574281056722,0.20995795726776123
90,12,34,O,-1.0,0.04,0.4717906216780345,-0.007325820624828339,0.9425561328728994,1.31574281056722,0.20995795726776123
91,12,30,O,-1.0,0.04,0.4717906216780345,-0.007325820624828339,0.9425561328728994,1.31574281056722,0.20995795726776123
92,12,15,X,1.0,0.04,0.4717906216780345,-0.007325820624828339,0.9425561328728994,1.31574281056722,0.20995795726776123
93,12,8,O,-1.0,0.0,0.4717906216780345,-0.007325820624828339,0.9425561328728994,1.31574281056722,0.20995795726776123
94,12,11,X,1.0,0.0,0.4717906216780345,-0.007325820624828339,0.9425561328728994,1.31574281056722,0.20995795726776123
95,12,7,X,1.0,0.04,0.4717906216780345,-0.007325820624828339,0.9425561328728994,1.31574281056722,0.20995795726776123
96,12,62,O,-1.0,0.0,0.4717906216780345,-0.007325820624828339,0.9425561328728994,1.31574281056722,0.20995795726776123
97,13,17,X,1.0,0.0,0.6122716069221497,0.0033803856543575725,1.2106840213139851,1.3182578881581624,0.16731767604748407
98,13,8,O,-1.0,0.0,0.6122716069221497,0.0033803856543575725,1.2106840213139851,1.3182578881581624,0.16731767604748407
99,13,9,X,1.0,0.04,0.6122716069221497,0.0033803856543575725,1.2106840213139851,1.3182578881581624,0.16731767604748407
100,13,17,X,1.0,0.04,0.6122716069221497,0.0033803856543575725,1.2106840213139851,1.3182578881581624,0.16731767604748407
101,13,13,X,1.0,0.04,0.6122716069221497,0.0033803856543575725,1.2106840213139851,1.3182578881581624,0.16731767604748407
102,13,10,O,-1.0,0.04,0.6122716069221497,0.0033803856543575725,1.2106840213139851,1.3182578881581624,0.16731767604748407
103,13,60,O,-1.0,0.04,0.6122716069221497,0.0033803856543575725,1.2106840213139851,1.3182578881581624,0.16731767604748407
104,13,15,X,1.0,0.04,0.6122716069221497,0.0033803856543575725,1.2106840213139851,1.3182578881581624,0.16731767604748407
105,14,27,X,1.0,0.08,0.5364916324615479,-0.02241760678589344,1.1132576316595078,1.3200387060642242,0.15480798855423927
106,14,22,O,-1.0,0.04,0.5364916324615479,-0.02241760678589344,1.1132576316595078,1.3200387060642242,0.15480798855423927
107,14,7,X,1.0,0.08,0.5364916324615479,-0.02241760678589344,1.1132576316595078,1.3200387060642242,0.15480798855423927
108,14,16,O,-1.0,0.04,0.5364916324615479,-0.02241760678589344,1.1132576316595078,1.3200387060642242,0.15480798855423927
109,14,9,X,1.0,0.08,0.5364916324615479,-0.02241760678589344,1.1132576316595078,1.3200387060642242,0.15480798855423927
110,14,14,O,-1.0,0.04,0.5364916324615479,-0.02241760678589344,1.1132576316595078,1.3200387060642242,0.15480798855423927
111,14,12,O,-1.0,0.04,0.5364916324615479,-0.02241760678589344,1.1132576316595078,1.3200387060642242,0.15480798855423927
112,14,9,X,1.0,0.04,0.5364916324615479,-0.02241760678589344,1.1132576316595078,1.3200387060642242,0.15480798855423927
113,15,8,O,-1.0,0.0,0.7554662525653839,0.004431555047631264,1.4921784102916718,1.2748456299304962,0.1769392304122448
114,15,36,O,-1.0,0.0,0.7554662525653839,0.004431555047631264,1.4921784102916718,1.2748456299304962,0.1769392304122448
115,15,16,O,-1.0,-0.04,0.7554662525653839,0.004431555047631264,1.4921784102916718,1.2748456299304962,0.1769392304122448
116,15,9,X,1.0,-0.04,0.7554662525653839,0.004431555047631264,1.4921784102916718,1.2748456299304962,0.1769392304122448
117,15,13,X,1.0,-0.04,0.7554662525653839,0.004431555047631264,1.4921784102916718,1.2748456299304962,0.1769392304122448
118,15,11,X,1.0,-0.04,0.7554662525653839,0.004431555047631264,1.4921784102916718,1.2748456299304962,0.1769392304122448
119,15,13,X,1.0,0.0,0.7554662525653839,0.004431555047631264,1.4921784102916718,1.2748456299304962,0.1769392304122448
120,15,13,X,1.0,0.0,0.7554662525653839,0.004431555047631264,1.4921784102916718,1.2748456299304962,0.1769392304122448
