seed,episodes,checkpoint,history_csv,history_html,train_x_win_rate,train_o_win_rate,train_draw_rate,train_avg_turns,final_rolling_x_reward_50,elapsed_seconds
601,4,results/checkpoints/ppo_multiseed_smoke_seed601.pt,results/history/ppo_multiseed_smoke_seed601_history.csv,results/history/ppo_multiseed_smoke_seed601_history.html,0.5,0.5,0.0,60.5,0.0,1.4982724160072394
