experiment,agent_a,agent_b,seeds,games_total,mean_win_rate,std_win_rate,mean_reward,std_reward,mean_turns,mean_forfeits,mean_redirects,total_elapsed_seconds
random_vs_random,A:random,B:random,3,30,0.43333333333333335,0.11547005383792516,-0.13333333333333333,0.2309401076758503,62.2,13.733333333333333,16.266666666666666,0.09727987501537427
qtable_vs_random,qtable:results/checkpoints/q_table.json,random,3,30,0.43333333333333335,0.11547005383792516,-0.13333333333333333,0.2309401076758503,62.2,13.733333333333333,16.266666666666666,0.12082570901839063
heuristic_vs_random,heuristic,random,3,30,1.0,0.0,1.0,0.0,10.700000000000001,0.9333333333333333,3.9,16.98206883308012
mcts20c6_vs_random,mcts:20,random,3,15,1.0,0.0,1.0,0.0,13.133333333333333,1.7333333333333334,4.266666666666667,107.78145033295732
mcts50c6_vs_heuristic,mcts:50,heuristic,3,15,0.4666666666666667,0.11547005383792512,-0.06666666666666665,0.23094010767585024,11.933333333333334,0.7333333333333333,4.266666666666667,229.54744166700402
dqn_stochastic_vs_random,dqn:results/checkpoints/dqn_stochastic_smoke.pt,random,3,30,0.8,0.2,0.6,0.4,46.63333333333333,8.566666666666666,14.4,0.6994771669851616
dqn_stochastic_vs_heuristic,dqn:results/checkpoints/dqn_stochastic_smoke.pt,heuristic,3,30,0.0,0.0,-1.0,0.0,11.9,1.2,4.3,19.085834708996117
