seed,episodes,checkpoint,history_csv,history_html,train_x_win_rate,train_o_win_rate,train_draw_rate,train_avg_turns,train_avg_loss,final_rolling_x_reward_50,elapsed_seconds
301,4,results/checkpoints/dqn_multiseed_smoke_seed301.pt,results/history/dqn_multiseed_smoke_seed301_history.csv,results/history/dqn_multiseed_smoke_seed301_history.html,1.0,0.0,0.0,54,0.00855263497590747,1.0,4.4625562080182135
